	0
54137	3.0
54138	3.0
54139	3.0
54140	2.33
54141	3.0
54142	3.0
54143	3.0
54144	3.0
54145	3.0
54146	3.0
54147	3.0
54148	3.0
54149	2.33
54150	3.0
54151	3.0
54152	3.0
54153	2.33
54154	3.0
54155	3.0
54156	3.0
54157	3.0
54158	3.0
54159	3.0
54160	2.33
54161	2.33
54162	3.0
54163	2.33
54164	2.33
54165	3.0
54166	2.33
54167	3.0
54168	3.0
54169	2.33
54170	2.0
54171	2.33
54172	3.0
54173	3.0
54174	3.0
54175	3.0
54176	2.33
54177	2.33
54178	3.0
54179	3.0
54180	2.33
54181	3.0
54182	3.0
54183	3.0
54184	3.0
54185	3.0
54186	3.0
54187	3.0
54188	2.33
54189	3.0
54190	3.0
54191	3.0
54192	3.0
54193	3.0
54194	3.0
54195	2.33
54196	3.0
54197	3.0
54198	3.0
54199	3.0
54200	3.0
54201	2.33
54202	2.33
54203	2.33
54204	3.0
54205	3.0
54206	3.0
54207	3.0
54208	2.33
54209	3.0
54210	3.0
54211	3.0
54212	3.0
54213	3.0
54214	3.0
54215	3.0
54216	3.0
54217	3.0
54218	3.0
54219	3.0
54220	3.0
54221	3.0
54222	3.0
54223	2.33
54224	3.0
54225	3.0
54226	2.33
54227	3.0
54228	3.0
54229	3.0
54230	2.33
54231	3.0
54232	2.33
54233	3.0
54234	2.33
54235	2.33
54236	2.33
54237	3.0
54238	3.0
54239	3.0
54240	2.67
54241	2.67
54242	3.0
54243	2.33
54244	3.0
54245	3.0
54246	3.0
54247	3.0
54248	3.0
54249	3.0
54250	3.0
54251	2.33
54252	2.33
54253	3.0
54254	3.0
54255	2.33
54256	2.33
54257	2.33
54258	3.0
54259	3.0
54260	3.0
54261	3.0
54262	3.0
54263	3.0
54264	2.67
54265	3.0
54266	3.0
54267	3.0
54268	2.33
54269	3.0
54270	2.33
54271	3.0
54272	2.33
54273	3.0
54274	3.0
54275	3.0
54276	3.0
54277	3.0
54278	3.0
54279	3.0
54280	2.33
54281	3.0
54282	2.33
54283	2.33
54284	2.33
54285	2.33
54286	3.0
54287	3.0
54288	2.33
54289	3.0
54290	3.0
54291	3.0
54292	3.0
54293	3.0
54294	3.0
54295	3.0
54296	2.33
54297	3.0
54298	3.0
54299	2.33
54300	2.33
54301	2.33
54302	2.33
54303	2.33
54304	2.33
54305	3.0
54306	2.33
54307	2.33
54308	3.0
54309	3.0
54310	3.0
54311	3.0
54312	3.0
54313	3.0
54314	3.0
54315	3.0
54316	3.0
54317	3.0
54318	3.0
54319	2.67
54320	3.0
54321	3.0
54322	2.33
54323	3.0
54324	3.0
54325	3.0
54326	2.33
54327	3.0
54328	3.0
54329	3.0
54330	3.0
54331	3.0
54332	3.0
54333	3.0
54334	3.0
54335	3.0
54336	3.0
54337	3.0
54338	3.0
54339	3.0
54340	3.0
54341	3.0
54342	3.0
54343	3.0
54344	3.0
54345	3.0
54346	3.0
54347	3.0
54348	3.0
54349	3.0
54350	3.0
54351	2.67
54352	3.0
54353	3.0
54354	3.0
54355	3.0
54356	3.0
54357	3.0
54358	3.0
54359	3.0
54360	3.0
54361	3.0
54362	3.0
54363	3.0
54364	3.0
54365	2.33
54366	3.0
54367	3.0
54368	3.0
54369	2.67
54370	3.0
54371	3.0
54372	3.0
54373	3.0
54374	3.0
54375	3.0
54376	3.0
54377	3.0
54378	3.0
54379	2.0
54380	3.0
54381	2.33
54382	3.0
54383	3.0
54384	3.0
54385	2.33
54386	3.0
54387	3.0
54388	3.0
54389	3.0
54390	3.0
54391	3.0
54392	3.0
54393	3.0
54394	3.0
54395	2.33
54396	2.33
54397	3.0
54398	3.0
54399	3.0
54400	3.0
54401	2.33
54402	3.0
54403	3.0
54404	3.0
54405	3.0
54406	3.0
54407	3.0
54408	3.0
54409	3.0
54410	3.0
54411	3.0
54412	3.0
54413	3.0
54414	3.0
54415	3.0
54416	3.0
54417	3.0
54418	2.33
54419	3.0
54420	3.0
54421	3.0
54422	3.0
54423	3.0
54424	3.0
54425	3.0
54426	3.0
54427	3.0
54428	3.0
54429	3.0
54430	3.0
54431	3.0
54432	3.0
54433	3.0
54434	3.0
54435	3.0
54436	3.0
54437	3.0
54438	3.0
54439	3.0
54440	3.0
54441	2.33
54442	3.0
54443	2.33
54444	3.0
54445	3.0
54446	3.0
54447	2.33
54448	3.0
54449	3.0
54450	3.0
54451	3.0
54452	3.0
54453	3.0
54454	2.33
54455	1.67
54456	3.0
54457	3.0
54458	3.0
54459	3.0
54460	2.33
54461	3.0
54462	3.0
54463	3.0
54464	2.33
54465	3.0
54466	3.0
54467	3.0
54468	2.67
54469	3.0
54470	3.0
54471	3.0
54472	2.33
54473	3.0
54474	3.0
54475	3.0
54476	3.0
54477	2.33
54478	3.0
54479	2.33
54480	2.33
54481	3.0
54482	3.0
54483	3.0
54484	3.0
54485	3.0
54486	3.0
54487	2.33
54488	3.0
54489	2.33
54490	3.0
54491	3.0
54492	2.33
54493	2.33
54494	3.0
54495	3.0
54496	3.0
54497	3.0
54498	3.0
54499	3.0
54500	3.0
54501	3.0
54502	3.0
54503	2.33
54504	3.0
54505	3.0
54506	3.0
54507	3.0
54508	3.0
54509	2.33
54510	3.0
54511	3.0
54512	3.0
54513	3.0
54514	3.0
54515	2.67
54516	3.0
54517	3.0
54518	3.0
54519	3.0
54520	3.0
54521	3.0
54522	2.33
54523	2.33
54524	3.0
54525	3.0
54526	3.0
54527	3.0
54528	2.33
54529	3.0
54530	2.33
54531	2.33
54532	3.0
54533	3.0
54534	3.0
54535	2.33
54536	3.0
54537	3.0
54538	3.0
54539	3.0
54540	3.0
54541	2.67
54542	3.0
54543	3.0
54544	3.0
54545	3.0
54546	3.0
54547	3.0
54548	3.0
54549	3.0
54550	2.33
54551	3.0
54552	2.33
54553	3.0
54554	3.0
54555	2.33
54556	3.0
54557	3.0
54558	3.0
54559	3.0
54560	2.33
54561	2.33
54562	3.0
54563	3.0
54564	3.0
54565	3.0
54566	3.0
54567	3.0
54568	3.0
54569	3.0
54570	2.33
54571	3.0
54572	3.0
54573	2.33
54574	2.33
54575	2.33
54576	3.0
54577	2.33
54578	3.0
54579	3.0
54580	2.33
54581	3.0
54582	3.0
54583	3.0
54584	3.0
54585	2.33
54586	3.0
54587	3.0
54588	3.0
54589	3.0
54590	3.0
54591	2.33
54592	3.0
54593	2.33
54594	3.0
54595	2.33
54596	2.33
54597	2.33
54598	3.0
54599	3.0
54600	3.0
54601	3.0
54602	3.0
54603	3.0
54604	3.0
54605	2.33
54606	2.33
54607	3.0
54608	2.67
54609	3.0
54610	2.67
54611	3.0
54612	3.0
54613	3.0
54614	3.0
54615	3.0
54616	3.0
54617	3.0
54618	3.0
54619	3.0
54620	3.0
54621	2.33
54622	3.0
54623	2.33
54624	3.0
54625	3.0
54626	3.0
54627	2.33
54628	2.33
54629	2.33
54630	2.33
54631	3.0
54632	2.33
54633	3.0
54634	3.0
54635	2.33
54636	3.0
54637	3.0
54638	3.0
54639	3.0
54640	3.0
54641	3.0
54642	3.0
54643	3.0
54644	3.0
54645	3.0
54646	3.0
54647	3.0
54648	3.0
54649	3.0
54650	3.0
54651	2.33
54652	2.33
54653	3.0
54654	3.0
54655	3.0
54656	3.0
54657	3.0
54658	3.0
54659	3.0
54660	3.0
54661	3.0
54662	3.0
54663	3.0
54664	2.33
54665	3.0
54666	3.0
54667	3.0
54668	3.0
54669	3.0
54670	3.0
54671	3.0
54672	3.0
54673	3.0
54674	3.0
54675	2.33
54676	3.0
54677	3.0
54678	3.0
54679	3.0
54680	3.0
54681	3.0
54682	2.33
54683	3.0
54684	3.0
54685	3.0
54686	2.33
54687	3.0
54688	3.0
54689	3.0
54690	3.0
54691	2.33
54692	2.33
54693	2.33
54694	3.0
54695	3.0
54696	2.33
54697	2.33
54698	3.0
54699	2.33
54700	3.0
54701	2.33
54702	3.0
54703	3.0
54704	2.33
54705	3.0
54706	3.0
54707	3.0
54708	2.33
54709	3.0
54710	3.0
54711	3.0
54712	2.33
54713	3.0
54714	2.33
54715	3.0
54716	3.0
54717	3.0
54718	3.0
54719	3.0
54720	3.0
54721	2.67
54722	2.33
54723	3.0
54724	3.0
54725	3.0
54726	3.0
54727	3.0
54728	2.33
54729	3.0
54730	3.0
54731	3.0
54732	2.33
54733	2.33
54734	3.0
54735	3.0
54736	3.0
54737	3.0
54738	3.0
54739	3.0
54740	3.0
54741	3.0
54742	3.0
54743	3.0
54744	3.0
54745	1.0
54746	2.33
54747	3.0
54748	3.0
54749	3.0
54750	3.0
54751	3.0
54752	2.33
54753	3.0
54754	3.0
54755	3.0
54756	3.0
54757	3.0
54758	2.33
54759	3.0
54760	3.0
54761	3.0
54762	3.0
54763	3.0
54764	3.0
54765	3.0
54766	3.0
54767	3.0
54768	3.0
54769	3.0
54770	3.0
54771	3.0
54772	3.0
54773	3.0
54774	3.0
54775	3.0
54776	3.0
54777	3.0
54778	2.33
54779	3.0
54780	3.0
54781	3.0
54782	3.0
54783	3.0
54784	3.0
54785	3.0
54786	3.0
54787	3.0
54788	3.0
54789	2.33
54790	3.0
54791	2.33
54792	3.0
54793	3.0
54794	3.0
54795	3.0
54796	3.0
54797	3.0
54798	3.0
54799	3.0
54800	2.33
54801	3.0
54802	2.33
54803	3.0
54804	3.0
54805	3.0
54806	3.0
54807	3.0
54808	3.0
54809	2.33
54810	3.0
54811	2.33
54812	3.0
54813	3.0
54814	2.33
54815	3.0
54816	3.0
54817	3.0
54818	3.0
54819	3.0
54820	3.0
54821	3.0
54822	3.0
54823	3.0
54824	3.0
54825	3.0
54826	3.0
54827	2.33
54828	3.0
54829	2.33
54830	3.0
54831	2.67
54832	3.0
54833	3.0
54834	3.0
54835	2.33
54836	3.0
54837	2.33
54838	3.0
54839	3.0
54840	3.0
54841	3.0
54842	3.0
54843	3.0
54844	3.0
54845	3.0
54846	3.0
54847	3.0
54848	3.0
54849	3.0
54850	3.0
54851	3.0
54852	3.0
54853	3.0
54854	3.0
54855	3.0
54856	3.0
54857	3.0
54858	2.33
54859	3.0
54860	3.0
54861	3.0
54862	3.0
54863	2.33
54864	3.0
54865	3.0
54866	3.0
54867	3.0
54868	3.0
54869	3.0
54870	3.0
54871	3.0
54872	3.0
54873	3.0
54874	3.0
54875	3.0
54876	3.0
54877	3.0
54878	3.0
54879	3.0
54880	3.0
54881	2.33
54882	2.0
54883	3.0
54884	3.0
54885	3.0
54886	3.0
54887	2.67
54888	3.0
54889	3.0
54890	3.0
54891	3.0
54892	2.33
54893	3.0
54894	3.0
54895	3.0
54896	3.0
54897	2.33
54898	3.0
54899	3.0
54900	3.0
54901	3.0
54902	3.0
54903	3.0
54904	3.0
54905	3.0
54906	3.0
54907	2.33
54908	2.33
54909	3.0
54910	2.33
54911	3.0
54912	3.0
54913	3.0
54914	3.0
54915	3.0
54916	2.33
54917	3.0
54918	3.0
54919	3.0
54920	3.0
54921	3.0
54922	2.33
54923	3.0
54924	3.0
54925	3.0
54926	3.0
54927	3.0
54928	3.0
54929	3.0
54930	2.33
54931	3.0
54932	3.0
54933	2.67
54934	3.0
54935	2.33
54936	3.0
54937	3.0
54938	2.33
54939	3.0
54940	3.0
54941	3.0
54942	3.0
54943	2.0
54944	3.0
54945	2.33
54946	3.0
54947	3.0
54948	3.0
54949	2.0
54950	3.0
54951	2.33
54952	3.0
54953	3.0
54954	3.0
54955	3.0
54956	3.0
54957	2.33
54958	3.0
54959	3.0
54960	3.0
54961	3.0
54962	3.0
54963	2.33
54964	2.33
54965	3.0
54966	3.0
54967	3.0
54968	3.0
54969	3.0
54970	2.33
54971	3.0
54972	3.0
54973	2.33
54974	3.0
54975	2.67
54976	3.0
54977	2.33
54978	3.0
54979	2.33
54980	2.33
54981	3.0
54982	3.0
54983	3.0
54984	3.0
54985	2.33
54986	3.0
54987	3.0
54988	3.0
54989	3.0
54990	3.0
54991	2.33
54992	2.33
54993	3.0
54994	2.33
54995	3.0
54996	3.0
54997	3.0
54998	2.33
54999	3.0
55000	3.0
55001	3.0
55002	3.0
55003	3.0
55004	3.0
55005	3.0
55006	3.0
55007	3.0
55008	3.0
55009	3.0
55010	3.0
55011	2.33
55012	3.0
55013	3.0
55014	3.0
55015	3.0
55016	3.0
55017	2.67
55018	3.0
55019	3.0
55020	3.0
55021	3.0
55022	3.0
55023	3.0
55024	3.0
55025	3.0
55026	3.0
55027	2.33
55028	3.0
55029	3.0
55030	3.0
55031	2.33
55032	2.33
55033	3.0
55034	2.33
55035	2.33
55036	2.33
55037	3.0
55038	3.0
55039	3.0
55040	3.0
55041	2.33
55042	3.0
55043	3.0
55044	2.33
55045	3.0
55046	2.33
55047	2.33
55048	3.0
55049	3.0
55050	2.33
55051	3.0
55052	2.33
55053	3.0
55054	3.0
55055	3.0
55056	3.0
55057	3.0
55058	3.0
55059	3.0
55060	3.0
55061	2.67
55062	3.0
55063	2.33
55064	2.33
55065	2.33
55066	2.33
55067	3.0
55068	3.0
55069	3.0
55070	2.33
55071	2.33
55072	3.0
55073	3.0
55074	3.0
55075	3.0
55076	3.0
55077	3.0
55078	3.0
55079	3.0
55080	3.0
55081	3.0
55082	3.0
55083	3.0
55084	3.0
55085	3.0
55086	3.0
55087	3.0
55088	3.0
55089	2.33
55090	3.0
55091	3.0
55092	3.0
55093	3.0
55094	3.0
55095	3.0
55096	3.0
55097	3.0
55098	3.0
55099	3.0
55100	2.33
55101	3.0
55102	2.33
55103	2.33
55104	3.0
55105	3.0
55106	3.0
55107	3.0
55108	3.0
55109	2.67
55110	3.0
55111	3.0
55112	3.0
55113	3.0
55114	3.0
55115	3.0
55116	3.0
55117	2.33
55118	3.0
55119	2.67
55120	3.0
55121	3.0
55122	2.33
55123	3.0
55124	2.33
55125	3.0
55126	3.0
55127	3.0
55128	3.0
55129	3.0
55130	3.0
55131	3.0
55132	3.0
55133	3.0
55134	3.0
55135	3.0
55136	2.33
55137	3.0
55138	3.0
55139	3.0
55140	3.0
55141	3.0
55142	2.33
55143	3.0
55144	2.33
55145	3.0
55146	2.33
55147	3.0
55148	3.0
55149	2.33
55150	3.0
55151	3.0
55152	3.0
55153	3.0
55154	3.0
55155	3.0
55156	3.0
55157	2.33
55158	3.0
55159	3.0
55160	3.0
55161	2.67
55162	3.0
55163	3.0
55164	3.0
55165	3.0
55166	2.33
55167	2.33
55168	2.33
55169	3.0
55170	3.0
55171	3.0
55172	3.0
55173	3.0
55174	2.33
55175	3.0
55176	3.0
55177	2.33
55178	2.33
55179	3.0
55180	3.0
55181	3.0
55182	3.0
55183	3.0
55184	2.33
55185	3.0
55186	3.0
55187	3.0
55188	3.0
55189	3.0
55190	2.33
55191	2.33
55192	2.33
55193	3.0
55194	3.0
55195	3.0
55196	2.33
55197	2.33
55198	2.33
55199	2.33
55200	2.33
55201	3.0
55202	2.33
55203	2.33
55204	3.0
55205	3.0
55206	3.0
55207	3.0
55208	3.0
55209	2.33
55210	2.33
55211	2.67
55212	3.0
55213	3.0
55214	2.33
55215	3.0
55216	3.0
55217	3.0
55218	3.0
55219	3.0
55220	3.0
55221	2.33
55222	2.33
55223	2.33
55224	2.33
55225	2.33
55226	2.33
55227	3.0
55228	2.33
55229	3.0
55230	2.33
55231	2.33
55232	3.0
55233	3.0
55234	3.0
55235	3.0
55236	3.0
55237	3.0
55238	3.0
55239	3.0
55240	3.0
55241	3.0
55242	3.0
55243	3.0
55244	3.0
55245	3.0
55246	3.0
55247	3.0
55248	2.33
55249	2.33
55250	3.0
55251	2.33
55252	3.0
55253	2.33
55254	3.0
55255	3.0
55256	3.0
55257	3.0
55258	3.0
55259	3.0
55260	3.0
55261	2.33
55262	2.33
55263	2.33
55264	3.0
55265	3.0
55266	3.0
55267	3.0
55268	2.33
55269	3.0
55270	2.33
55271	3.0
55272	3.0
55273	3.0
55274	3.0
55275	3.0
55276	3.0
55277	3.0
55278	3.0
55279	3.0
55280	3.0
55281	3.0
55282	3.0
55283	3.0
55284	3.0
55285	3.0
55286	3.0
55287	3.0
55288	3.0
55289	3.0
55290	3.0
55291	3.0
55292	2.0
55293	3.0
55294	3.0
55295	3.0
55296	3.0
55297	3.0
55298	3.0
55299	3.0
55300	2.33
55301	2.33
55302	2.33
55303	3.0
55304	3.0
55305	3.0
55306	3.0
55307	3.0
55308	3.0
55309	3.0
55310	2.33
55311	3.0
55312	3.0
55313	3.0
55314	3.0
55315	2.33
55316	3.0
55317	3.0
55318	3.0
55319	2.33
55320	3.0
55321	3.0
55322	3.0
55323	3.0
55324	3.0
55325	3.0
55326	3.0
55327	3.0
55328	3.0
55329	3.0
55330	2.33
55331	3.0
55332	3.0
55333	3.0
55334	3.0
55335	3.0
55336	3.0
55337	3.0
55338	3.0
55339	2.33
55340	3.0
55341	3.0
55342	3.0
55343	2.33
55344	3.0
55345	3.0
55346	2.33
55347	2.33
55348	2.33
55349	2.33
55350	3.0
55351	2.33
55352	3.0
55353	2.33
55354	2.33
55355	3.0
55356	3.0
55357	3.0
55358	3.0
55359	3.0
55360	3.0
55361	3.0
55362	3.0
55363	3.0
55364	2.33
55365	3.0
55366	2.33
55367	2.33
55368	2.33
55369	2.33
55370	2.33
55371	2.33
55372	2.33
55373	3.0
55374	2.33
55375	3.0
55376	3.0
55377	3.0
55378	3.0
55379	2.33
55380	3.0
55381	3.0
55382	3.0
55383	3.0
55384	3.0
55385	3.0
55386	3.0
55387	3.0
55388	3.0
55389	3.0
55390	3.0
55391	3.0
55392	2.33
55393	3.0
55394	3.0
55395	3.0
55396	2.33
55397	3.0
55398	3.0
55399	2.33
55400	3.0
55401	3.0
55402	2.33
55403	3.0
55404	2.33
55405	2.33
55406	2.33
55407	3.0
55408	3.0
55409	3.0
55410	3.0
55411	3.0
55412	3.0
55413	2.33
55414	2.33
55415	2.33
55416	3.0
55417	3.0
55418	3.0
55419	3.0
55420	3.0
55421	3.0
55422	3.0
55423	3.0
55424	3.0
55425	3.0
55426	3.0
55427	3.0
55428	3.0
55429	2.33
55430	3.0
55431	3.0
55432	3.0
55433	2.33
55434	3.0
55435	3.0
55436	3.0
55437	3.0
55438	3.0
55439	2.33
55440	2.33
55441	3.0
55442	3.0
55443	3.0
55444	3.0
55445	3.0
55446	3.0
55447	3.0
55448	3.0
55449	3.0
55450	3.0
55451	2.67
55452	3.0
55453	3.0
55454	3.0
55455	3.0
55456	3.0
55457	3.0
55458	3.0
55459	3.0
55460	3.0
55461	3.0
55462	3.0
55463	2.33
55464	3.0
55465	3.0
55466	3.0
55467	3.0
55468	3.0
55469	3.0
55470	2.0
55471	3.0
55472	3.0
55473	2.33
55474	3.0
55475	3.0
55476	2.33
55477	3.0
55478	3.0
55479	3.0
55480	3.0
55481	3.0
55482	3.0
55483	3.0
55484	3.0
55485	3.0
55486	3.0
55487	3.0
55488	3.0
55489	2.33
55490	3.0
55491	3.0
55492	3.0
55493	2.33
55494	3.0
55495	3.0
55496	3.0
55497	3.0
55498	3.0
55499	3.0
55500	3.0
55501	3.0
55502	3.0
55503	3.0
55504	3.0
55505	3.0
55506	2.33
55507	2.33
55508	2.33
55509	2.33
55510	3.0
55511	3.0
55512	3.0
55513	2.33
55514	2.33
55515	3.0
55516	3.0
55517	3.0
55518	3.0
55519	3.0
55520	2.0
55521	2.0
55522	2.67
55523	2.33
55524	2.67
55525	3.0
55526	2.0
55527	3.0
55528	3.0
55529	3.0
55530	3.0
55531	3.0
55532	3.0
55533	3.0
55534	2.33
55535	3.0
55536	2.33
55537	3.0
55538	3.0
55539	2.33
55540	2.33
55541	3.0
55542	2.33
55543	2.33
55544	3.0
55545	3.0
55546	3.0
55547	2.33
55548	3.0
55549	3.0
55550	2.33
55551	3.0
55552	2.67
55553	2.33
55554	3.0
55555	3.0
55556	2.67
55557	3.0
55558	3.0
55559	3.0
55560	3.0
55561	3.0
55562	3.0
55563	3.0
55564	3.0
55565	3.0
55566	3.0
55567	3.0
55568	3.0
55569	2.67
55570	3.0
55571	3.0
55572	3.0
55573	2.67
55574	2.33
55575	3.0
55576	3.0
55577	3.0
55578	3.0
55579	1.67
55580	3.0
55581	3.0
55582	3.0
55583	1.67
55584	1.67
55585	2.33
55586	3.0
55587	3.0
55588	3.0
55589	3.0
55590	3.0
55591	3.0
55592	3.0
55593	3.0
55594	2.33
55595	3.0
55596	2.33
55597	2.33
55598	2.33
55599	3.0
55600	3.0
55601	3.0
55602	3.0
55603	3.0
55604	3.0
55605	3.0
55606	3.0
55607	3.0
55608	2.67
55609	2.67
55610	3.0
55611	3.0
55612	3.0
55613	3.0
55614	1.67
55615	3.0
55616	3.0
55617	3.0
55618	3.0
55619	3.0
55620	3.0
55621	2.33
55622	3.0
55623	3.0
55624	3.0
55625	3.0
55626	2.33
55627	3.0
55628	3.0
55629	3.0
55630	3.0
55631	3.0
55632	3.0
55633	3.0
55634	3.0
55635	3.0
55636	3.0
55637	3.0
55638	3.0
55639	3.0
55640	3.0
55641	3.0
55642	3.0
55643	3.0
55644	2.33
55645	3.0
55646	3.0
55647	2.33
55648	2.33
55649	3.0
55650	3.0
55651	3.0
55652	3.0
55653	3.0
55654	3.0
55655	3.0
55656	3.0
55657	3.0
55658	3.0
55659	3.0
55660	3.0
55661	3.0
55662	3.0
55663	3.0
55664	3.0
55665	3.0
55666	3.0
55667	3.0
55668	2.33
55669	3.0
55670	3.0
55671	3.0
55672	3.0
55673	3.0
55674	3.0
55675	3.0
55676	3.0
55677	3.0
55678	3.0
55679	3.0
55680	3.0
55681	2.0
55682	2.33
55683	2.33
55684	1.67
55685	2.0
55686	2.33
55687	2.0
55688	3.0
55689	3.0
55690	3.0
55691	3.0
55692	3.0
55693	3.0
55694	3.0
55695	3.0
55696	3.0
55697	3.0
55698	3.0
55699	3.0
55700	3.0
55701	3.0
55702	3.0
55703	3.0
55704	3.0
55705	3.0
55706	3.0
55707	3.0
55708	2.33
55709	3.0
55710	2.33
55711	3.0
55712	3.0
55713	3.0
55714	2.67
55715	3.0
55716	2.33
55717	2.33
55718	3.0
55719	2.33
55720	2.33
55721	3.0
55722	3.0
55723	3.0
55724	2.33
55725	3.0
55726	3.0
55727	2.33
55728	3.0
55729	3.0
55730	3.0
55731	3.0
55732	3.0
55733	3.0
55734	3.0
55735	3.0
55736	3.0
55737	3.0
55738	3.0
55739	3.0
55740	3.0
55741	3.0
55742	3.0
55743	3.0
55744	3.0
55745	2.33
55746	2.33
55747	3.0
55748	3.0
55749	2.33
55750	3.0
55751	2.33
55752	3.0
55753	3.0
55754	3.0
55755	2.67
55756	2.67
55757	2.33
55758	3.0
55759	2.33
55760	3.0
55761	2.33
55762	3.0
55763	2.33
55764	3.0
55765	3.0
55766	3.0
55767	3.0
55768	3.0
55769	3.0
55770	2.33
55771	3.0
55772	3.0
55773	3.0
55774	3.0
55775	3.0
55776	3.0
55777	2.33
55778	3.0
55779	2.33
55780	2.33
55781	2.33
55782	2.33
55783	1.67
55784	2.33
55785	2.33
55786	2.33
55787	2.33
55788	3.0
55789	3.0
55790	3.0
55791	3.0
55792	3.0
55793	3.0
55794	3.0
55795	2.33
55796	3.0
55797	3.0
55798	3.0
55799	3.0
55800	3.0
55801	3.0
55802	3.0
55803	3.0
55804	3.0
55805	3.0
55806	3.0
55807	2.33
55808	2.33
55809	2.33
55810	3.0
55811	3.0
55812	3.0
55813	3.0
55814	3.0
55815	3.0
55816	3.0
55817	3.0
55818	3.0
55819	3.0
55820	3.0
55821	3.0
55822	3.0
55823	3.0
55824	3.0
55825	2.33
55826	3.0
55827	3.0
55828	2.33
55829	3.0
55830	3.0
55831	3.0
55832	3.0
55833	3.0
55834	3.0
55835	3.0
55836	3.0
55837	3.0
55838	3.0
55839	3.0
55840	2.67
55841	3.0
55842	3.0
55843	3.0
55844	3.0
55845	3.0
55846	3.0
55847	2.67
55848	3.0
55849	3.0
55850	3.0
55851	1.33
55852	3.0
55853	3.0
55854	2.67
55855	2.33
55856	2.33
55857	3.0
55858	3.0
55859	3.0
55860	3.0
55861	3.0
55862	3.0
55863	3.0
55864	3.0
55865	2.33
55866	3.0
55867	3.0
55868	2.33
55869	3.0
55870	3.0
55871	3.0
55872	2.33
55873	2.33
55874	2.33
55875	3.0
55876	2.33
55877	3.0
55878	3.0
55879	3.0
55880	3.0
55881	3.0
55882	2.33
55883	3.0
55884	2.33
55885	3.0
55886	2.33
55887	2.33
55888	2.0
55889	2.33
55890	3.0
55891	3.0
55892	3.0
55893	2.33
55894	2.33
55895	3.0
55896	3.0
55897	2.33
55898	2.33
55899	3.0
55900	3.0
55901	3.0
55902	2.33
55903	3.0
55904	2.33
55905	3.0
55906	3.0
55907	2.33
55908	3.0
55909	3.0
55910	2.33
55911	3.0
55912	2.33
55913	3.0
55914	3.0
55915	3.0
55916	3.0
55917	3.0
55918	3.0
55919	3.0
55920	3.0
55921	3.0
55922	3.0
55923	3.0
55924	3.0
55925	3.0
55926	2.33
55927	3.0
55928	3.0
55929	3.0
55930	3.0
55931	3.0
55932	2.67
55933	3.0
55934	3.0
55935	2.67
55936	3.0
55937	3.0
55938	3.0
55939	3.0
55940	3.0
55941	2.33
55942	2.33
55943	2.33
55944	2.33
55945	2.33
55946	3.0
55947	3.0
55948	3.0
55949	3.0
55950	3.0
55951	3.0
55952	3.0
55953	2.0
55954	3.0
55955	3.0
55956	3.0
55957	3.0
55958	3.0
55959	2.33
55960	2.33
55961	3.0
55962	3.0
55963	3.0
55964	2.33
55965	3.0
55966	3.0
55967	3.0
55968	3.0
55969	3.0
55970	3.0
55971	2.33
55972	3.0
55973	3.0
55974	3.0
55975	3.0
55976	3.0
55977	3.0
55978	2.33
55979	3.0
55980	2.33
55981	3.0
55982	2.33
55983	3.0
55984	3.0
55985	3.0
55986	3.0
55987	3.0
55988	3.0
55989	3.0
55990	3.0
55991	3.0
55992	3.0
55993	3.0
55994	3.0
55995	3.0
55996	3.0
55997	3.0
55998	3.0
55999	3.0
56000	3.0
56001	2.33
56002	3.0
56003	3.0
56004	3.0
56005	3.0
56006	3.0
56007	3.0
56008	3.0
56009	3.0
56010	2.33
56011	3.0
56012	3.0
56013	3.0
56014	3.0
56015	3.0
56016	3.0
56017	3.0
56018	3.0
56019	3.0
56020	3.0
56021	3.0
56022	3.0
56023	2.33
56024	3.0
56025	3.0
56026	3.0
56027	3.0
56028	3.0
56029	3.0
56030	3.0
56031	3.0
56032	3.0
56033	3.0
56034	3.0
56035	2.33
56036	3.0
56037	2.33
56038	3.0
56039	3.0
56040	2.33
56041	3.0
56042	2.33
56043	3.0
56044	3.0
56045	3.0
56046	2.33
56047	2.33
56048	3.0
56049	2.67
56050	3.0
56051	3.0
56052	3.0
56053	2.33
56054	2.33
56055	3.0
56056	3.0
56057	3.0
56058	2.33
56059	2.33
56060	3.0
56061	3.0
56062	3.0
56063	3.0
56064	2.33
56065	3.0
56066	3.0
56067	3.0
56068	3.0
56069	3.0
56070	3.0
56071	2.33
56072	3.0
56073	2.33
56074	3.0
56075	3.0
56076	3.0
56077	3.0
56078	3.0
56079	2.33
56080	2.33
56081	3.0
56082	3.0
56083	3.0
56084	3.0
56085	3.0
56086	3.0
56087	3.0
56088	3.0
56089	3.0
56090	3.0
56091	3.0
56092	3.0
56093	3.0
56094	2.67
56095	3.0
56096	3.0
56097	2.67
56098	2.67
56099	3.0
56100	3.0
56101	3.0
56102	3.0
56103	2.33
56104	3.0
56105	3.0
56106	3.0
56107	3.0
56108	3.0
56109	3.0
56110	3.0
56111	3.0
56112	3.0
56113	3.0
56114	2.33
56115	3.0
56116	2.33
56117	2.33
56118	2.33
56119	2.33
56120	2.33
56121	3.0
56122	3.0
56123	3.0
56124	3.0
56125	2.33
56126	2.33
56127	3.0
56128	3.0
56129	3.0
56130	2.0
56131	3.0
56132	3.0
56133	3.0
56134	2.33
56135	3.0
